Job Type,Tracking Number,Authorization Number,Job Status,SAP Phase,Received Date,Created Date,Completed Date,Authorization Type,Administrative Area,Amendment Type,Latitude,Longitude,Application Type,Transaction Type,Complexity,Intake,Preliminary Application,Applicant Work Window,In Screening,Review and Decision,Processing,Days in Process,Withdrawn Date
New Registration,356302,108714,Completed,,2016-11-25,2017-01-12 15:13,2017-01-20 14:25,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,56.051564,120.591688,,Express,Simple,48,0,,,0,,48,
Authorization Amendment,356303,4778,Approved,,2017-01-12,2017-01-12 15:20,2017-06-07 10:21,Permit,Authorizations - South Region,Minor,50.657214,120.157872,Internal Amendment,EM General,Medium,,,,,,,145,
De-Registration,356304,100139,Completed,,2017-01-12 15:29,2017-01-12 15:29,2017-03-03 7:56,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Medium,4.4,,,,,8,49.7,
Authorization Amendment,356366,4156,Approved,,2017-01-12,2017-01-12 16:23,2017-02-22 15:52,Permit,Authorizations - North Region,Minor,55.45075,120.123477,Internal Amendment,EM General,Medium,,,,,,,40,
Authorization Amendment,356393,17370,Approved,,2016-11-30,2017-01-13 10:51,2017-08-31 14:37,Permit,Express Transactions,Minor,58.69,121.65,Transfer,EM General,Simple,,,,,,,274,
New Registration,356394,108715,Completed,,2017-01-12,2017-01-13 11:07,2017-02-16 9:37,Code of Practice for Soil Amendments,Express Transactions,,55.935374,121.958441,,Express,Simple,1.5,,,,,33.2,34,
Authorization Amendment,356395,17769,Approved,,2016-11-30,2017-01-13 11:14,2017-08-31 15:04,Permit,Express Transactions,Minor,59.21,121.64,Transfer,EM General,Simple,,,,,,,274,
Authorization Amendment,356399,17770,Approved,,2016-11-30,2017-01-13 11:21,2017-07-19 14:22,Permit,Oil & Gas Commission,Minor,58.85,121.78,Transfer,EM General,Simple,,,,,,,231,
Authorization Amendment,356402,4016,Approved,,2017-01-13,2017-01-13 11:23,2017-03-06 10:47,Permit,Authorizations - North Region,Minor,53.5112,122.4351,Internal Amendment,EM General,Medium,,,,,,,42,
Authorization Amendment,356403,17771,Approved,,2016-11-30,2017-01-13 11:39,2017-09-15 11:52,Permit,Express Transactions,Minor,58.59,121.85,Transfer,EM General,Simple,,,,,,,289,
Authorization Amendment,356405,17772,Approved,,2016-11-30,2017-01-13 11:47,2017-08-31 14:47,Permit,Oil & Gas Commission,Minor,59.0523,121.6883,Transfer,EM General,Complex,,,,,,,274,
Registration Amendment,356406,17832,Completed,,2016-11-30,2017-01-13 12:40,2017-01-13 12:50,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,58.7186,121.21056,Transfer,EM General,Simple,,,,,,,44,
Authorization Amendment,356407,6501,Approved,,2017-01-13,2017-01-13 13:38,2017-03-01 9:44,Permit,Authorizations - North Region,Minor,55.136,121.027,Internal Amendment,EM General,Medium,,,,,,,41,
New Authorization,356408,108716,Approved,,2017-01-13,2017-01-13 13:59,2017-07-14 12:34,Approval,Land Remediation,,50.5878,127.0514,,Routine,Complex,0,38,0,0,142.1,,180,
Registration Amendment,356410,15417,Completed,,2017-01-13,2017-01-13 14:14,2017-01-13 14:21,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,56.6132,120.5449,Transfer,EM General,Simple,,,,,,,0,
Registration Amendment,356411,15418,Completed,,2017-01-13,2017-01-13 14:38,2017-01-13 15:03,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,56.6301,120.5452,Transfer,EM General,Simple,,,,,,,0,
New Registration,356413,108717,Completed,,2016-12-08,2017-01-13 15:47,2017-02-01 11:23,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,56.430574,120.893939,,Express,Simple,36,0,,,0,,36,
New Registration,356414,108718,Completed,,2017-01-10,2017-01-13 15:50,2017-03-09 14:24,Code of Practice for Concrete and Concrete Products,Express Transactions,,48.445473,123.430643,,Express,Simple,3.7,,,,,53.9,57,
New Authorization,356456,108719,Approved,,2017-01-16,2017-01-16 9:02,2017-03-15 8:49,Permit,Oil & Gas Commission,,55.914,120.383,,Routine,Medium,0,52.2,0,0,4.1,,56,
Authorization Amendment,356469,15301,Approved,,2017-01-16,2017-01-16 15:44,2017-05-31 12:12,Permit,Authorizations - South Region,Minor,50.8903,119.5114,Internal Amendment,EM General,Medium,,,,,,,134,
Authorization Amendment,356490,12925,Approved,,2017-01-17,2017-01-17 9:46,2017-06-05 10:21,Permit,Express Transactions,Minor,50.906,119.445,Internal Amendment,EM General,Simple,,,,,,,134,
New Registration,356492,108720,Completed,,2017-01-13,2017-01-17 9:52,2018-08-22 13:22,Hazardous Waste Regulation,Authorizations - South Region,,49.9761,114.9265,,Routine,Medium,4.4,84.2,384.8,51.3,59.9,,584,
Authorization Amendment,356493,296,Approved,,2017-01-17,2017-01-17 9:58,2017-02-21 14:48,Permit,Authorizations - North Region,Minor,54.01417,123.98889,Internal Amendment,EM General,Medium,,,,,,,34,
Authorization Amendment,356496,5240,Approved,,2017-01-17,2017-01-17 10:27,2017-03-08 14:43,Permit,Authorizations - North Region,Minor,55.5921,121.5935,Internal Amendment,EM General,Medium,,,,,,,48,
New Registration,356497,108721,Completed,,2017-01-13,2017-01-17 11:12,2017-03-02 8:10,Organic Matter Recycling Regulation,Authorizations - South Region,,50.835301,120.248383,,Express,Medium,25,20.9,,,22.9,,41,
Authorization Amendment,356500,392,Approved,,2017-01-17,2017-01-17 13:40,2017-06-01 8:19,Permit,Authorizations - South Region,Minor,49.783398,121.449866,Internal Amendment,EM General,Medium,,,,,,,134,
Authorization Amendment,356507,5190,Approved,,2017-01-17,2017-01-17 14:31,2017-06-07 15:11,Permit,Authorizations - South Region,Minor,50.7102,120.369,Internal Amendment,EM General,Medium,,,,,,,140,
Authorization Amendment,356521,5323,Approved,,2017-01-18,2017-01-18 8:04,2017-02-23 12:29,Permit,Authorizations - North Region,Minor,56.3128,121.14,Internal Amendment,EM General,Medium,,,,,,,34,
New Registration,356529,108722,Completed,,2017-01-17,2017-01-18 11:09,2017-04-06 8:42,Organic Matter Recycling Regulation,Authorizations - South Region,,48.952153,123.782053,,Express,Medium,2,0.9,,,77,,77,
Authorization Amendment,356548,4836,Approved,,2017-01-19,2017-01-19 9:28,2017-06-07 10:16,Permit,Authorizations - South Region,Minor,50.666,120.064,Internal Amendment,EM General,Medium,,,,,,,138,
Authorization Amendment,356557,5042,Approved,,2017-01-19,2017-01-19 14:14,2017-06-07 10:10,Permit,Authorizations - South Region,Minor,50.7207,121.9319,Internal Amendment,EM General,Medium,,,,,,,138,
Authorization Amendment,356564,8216,Approved,,2017-01-19,2017-01-19 16:11,2018-12-13 13:02,Permit,Authorizations - North Region,Minor,53.2803,122.5714,Internal Amendment,EM General,Medium,,,,,,,663,
Authorization Amendment,356586,5439,Approved,,2017-01-20,2017-01-20 9:18,2017-02-23 13:00,Permit,Authorizations - North Region,Minor,56.2783,120.9675,Internal Amendment,EM General,Medium,,,,,,,32,
Auth Cancel Susp and Aband App,356636,10927,Approved,,2017-01-23 9:34,2017-01-23 9:34,2017-03-24,Permit,Authorizations - South Region,,,,Cancel,EM General,Simple,,,,,,,59.6,
Authorization Amendment,356638,6495,Approved,,2017-01-23,2017-01-23 9:55,2017-02-28 13:12,Permit,Authorizations - North Region,Minor,55.3588,122.6035,Internal Amendment,EM General,Medium,,,,,,,31,
New Registration,356639,108730,Completed,,2017-01-20,2017-01-23 9:59,2018-03-07 8:24,Municipal Wastewater Regulation,Authorizations - South Region,,49.1797,121.7669,,Routine,Medium,3.4,100.2,27.1,40.9,238.9,,410,
Authorization Amendment,356640,103019,Approved,,2017-01-23,2017-01-23 10:27,2017-03-06 11:09,Operational Certificate,Authorizations - North Region,Minor,52.15476,122.183633,Internal Amendment,EM General,Medium,,,,,,,32,
Authorization Amendment,356641,13631,Approved,,2017-01-23,2017-01-23 10:50,2017-03-03 15:59,Permit,Authorizations - North Region,Minor,59.009301,125.77246,Internal Amendment,EM General,Medium,,,,,,,31,
Authorization Amendment,356642,106666,Approved,,2017-01-23,2017-01-23 10:59,2018-07-16 9:02,Permit,Mining Team,Major,55.02569,121.25133,,Routine,Complex,0,35.2,268.8,7.2,222.9,,534,
Authorization Amendment,356672,6739,Approved,,2017-01-24,2017-01-24 9:08,2017-07-07 10:30,Permit,Mining Team,Minor,54.996327,120.991032,,Routine,Medium,0,98.1,0.8,8.3,55.9,,163,
Authorization Amendment,356675,5585,Approved,,2017-01-24,2017-01-24 10:10,2018-02-06 8:26,Permit,Express Transactions,Minor,55.66,121.717,,Routine,Simple,0,30.3,0,0,346.8,,377,
Authorization Amendment,356678,5029,Approved,,2017-01-19,2017-01-24 13:21,2017-07-07 15:37,Permit,Authorizations - South Region,Minor,51.313611,116.981389,,Routine,Medium,41,8.1,0,0,119.1,,168,
Authorization Amendment,356679,6866,Approved,,2017-01-24,2017-01-24 13:46,2017-03-06 10:37,Permit,Authorizations - North Region,Minor,55.046944,120.981572,Internal Amendment,EM General,Medium,,,,,,,31,
De-Registration,356680,108206,Completed,,2017-01-24 14:19,2017-01-24 14:19,2017-04-04 11:39,Code of Practice for Concrete and Concrete Products,Express Transactions,,,,,Express,Simple,0,,,,,16.9,69.9,
Authorization Amendment,356709,8554,Approved,,2017-01-25,2017-01-25 8:16,2017-03-03 16:09,Permit,Authorizations - North Region,Minor,53.913,121.9637,Internal Amendment,EM General,Medium,,,,,,,30,
Authorization Amendment,356717,12167,Approved,,2017-01-25,2017-01-25 12:46,2017-03-02 9:35,Permit,Authorizations - North Region,Minor,53.91057,122.57777,Internal Amendment,EM General,Medium,,,,,,,29,
Authorization Amendment,356718,4680,Approved,,2017-01-23,2017-01-25 13:46,2017-03-23 12:39,Permit,Authorizations - North Region,Minor,53.801715,122.714363,,Routine,Medium,2,21,0,0,30.1,,53,
Auth Cancel Susp and Aband App,356719,106843,Approved,,2017-01-25 14:42,2017-01-25 14:42,2019-03-13,Permit,Land Remediation,,,,Abandon,EM General,Medium,,,,,,,776.4,
New Registration,356720,108731,Completed,,2016-12-08,2017-01-25 15:27,2017-02-02 10:35,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,56.3533,121.2344,,Express,Simple,54,5.8,,,0,,54,
Authorization Amendment,356866,12010,Approved,,2017-01-26,2017-01-26 10:34,2017-06-08 8:56,Permit,Authorizations - South Region,Minor,49.1246,122.0671,Internal Amendment,EM General,Medium,,,,,,,131,
Authorization Amendment,356867,15494,Approved,,2017-01-26,2017-01-26 10:59,2017-05-23 15:07,Permit,Authorizations - North Region,Minor,52.8405,119.2834,Internal Amendment,EM General,Medium,,,,,,,113,
Auth Cancel Susp and Aband App,356870,16248,Approved,,2017-01-26 11:40,2017-01-26 11:40,2017-05-26,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,119.5,
Authorization Amendment,356873,7415,Approved,,2017-01-26,2017-01-26 15:55,2017-03-02 14:34,Permit,Authorizations - North Region,Minor,54.2126,122.4064,Internal Amendment,EM General,Medium,,,,,,,28,
New Registration,356874,108732,Completed,,2017-01-26,2017-01-26 16:05,2017-07-26 11:54,Code of Practice for Industrial Non-Hazardous Waste Landfills (Wood Processing),Express Transactions,,50.313,125.942,,Express,Simple,0.7,,,,,167.7,168,
Authorization Amendment,356895,14245,Approved,,2017-01-27,2017-01-27 9:21,2017-04-11 15:31,Permit,Authorizations - North Region,Minor,52.7194,119.4584,Internal Amendment,EM General,Medium,,,,,,,28,
Authorization Amendment,357057,7428,Approved,,2017-01-30,2017-01-30 8:45,2017-06-12 12:06,Permit,Authorizations - South Region,Minor,50.657,120.096,Internal Amendment,EM General,Medium,,,,,,,129,
De-Registration,357061,15424,Completed,,2017-01-30 10:14,2017-01-30 10:14,2017-02-02 11:19,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,1,3,
Authorization Amendment,357064,108466,Approved,,2017-01-30,2017-01-30 12:46,2017-03-15 10:49,Permit,Oil & Gas Commission,Minor,57.353576,122.049518,,Routine,Medium,0,42.9,0,0,0.1,,43,
New Registration,357144,108733,Completed,,2017-01-31,2017-01-31 8:37,2017-01-31 8:41,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,59.8435,120.7812,,Express,Simple,0,0,,,0,,0,
De-Registration,357147,15726,Completed,,2017-01-31 9:46,2017-01-31 9:46,2017-02-03 11:29,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,,,,Express,Simple,0,,,,,0,3.1,
Authorization Amendment,357149,192,Approved,,2017-01-31,2017-01-31 10:03,2017-03-13 15:37,Permit,Authorizations - North Region,Minor,54.056,124.861,Internal Amendment,EM General,Medium,,,,,,,34,
Registration Amendment,357151,108731,Completed,,2016-12-08,2017-01-31 11:17,2017-01-31 12:10,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,Minor,56.3533,121.2344,,Express,Simple,54,0,,,0,,54,
Registration Amendment,357155,108731,Completed,,2016-12-08,2017-01-31 12:11,2017-01-31 12:17,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,56.3533,121.2344,,Express,Simple,54,0,,,0,,54,
New Registration,357164,108735,Completed,,2016-12-08,2017-01-31 13:00,2017-02-01 14:32,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,56.466571,121.032521,,Express,Medium,54,0,,,0,,54,
De-Registration,357165,15423,Completed,,2017-01-31 13:05,2017-01-31 13:05,2017-02-01 13:55,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,1,
Authorization Amendment,357166,16259,Approved,,2016-11-22,2017-01-31 13:49,2017-05-04 16:30,Permit,Oil & Gas Commission,Minor,59.84,120.78,Transfer,EM General,Simple,,,,,,,163,
Authorization Amendment,357204,13015,Approved,,2017-02-01,2017-02-01 10:39,2017-03-07 15:58,Permit,Authorizations - North Region,Minor,53.8717,123.6138,Internal Amendment,EM General,Medium,,,,,,,30,
Authorization Amendment,357205,1566,Approved,,2017-02-01,2017-02-01 10:40,2017-03-06 10:03,Permit,Authorizations - North Region,Minor,53.5056,122.4221,Internal Amendment,EM General,Medium,,,,,,,23,
Authorization Amendment,357213,7295,Approved,,2017-02-01,2017-02-01 11:13,2017-05-31 12:34,Permit,Authorizations - South Region,Minor,49.0107,119.4564,Internal Amendment,EM General,Medium,,,,,,,119,
Authorization Amendment,357262,375,Approved,,2017-02-02,2017-02-02 8:28,2017-06-05 10:50,Permit,Authorizations - South Region,Minor,49.508941,123.931891,Internal Amendment,EM General,Medium,,,,,,,118,
Registration Amendment,357270,107228,Completed,,2016-12-15,2017-02-02 10:25,2017-02-02 10:48,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,56.6867,122.102786,Transfer,EM General,Simple,,,,,,,49,
Authorization Amendment,357276,105861,Approved,,2016-12-20,2017-02-02 12:28,2017-02-03 11:28,Permit,Oil & Gas Commission,Minor,59.8,122.56,Transfer,EM General,Medium,,,,,,,45,
New Authorization,357282,108743,Approved,,2017-02-02,2017-02-02 14:20,2017-05-18 15:56,Permit,Oil & Gas Commission,,55.9254,120.1864,,Routine,Medium,0,103.9,0,0,1.1,,105,
Authorization Amendment,357307,11191,Approved,,2017-02-03,2017-02-03 8:47,2017-06-08 10:28,Permit,Authorizations - South Region,Minor,50.6802,119.2388,Internal Amendment,EM General,Medium,,,,,,,123,
Authorization Amendment,357333,5564,Approved,,2017-02-03,2017-02-03 12:53,2019-01-24 10:45,Permit,Authorizations - North Region,Minor,54.017,122.9512,Internal Amendment,EM General,Medium,,,,,,,719,
New Authorization,357336,108744,Approved,,2017-01-24,2017-02-03 13:40,2017-03-15 15:22,Approval,Authorizations - South Region,,48.87,123.66,,Routine,Medium,10,2.8,0,0,0,,13,
Authorization Amendment,357365,7610,Approved,,2017-02-06,2017-02-06 8:00,2017-06-09 13:43,Permit,Authorizations - South Region,Minor,49.9153,119.4044,Internal Amendment,EM General,Medium,,,,,,,121,
New Registration,357372,108745,Completed,,2017-02-01,2017-02-06 10:18,2017-02-22 15:32,Code of Practice for Soil Amendments,Express Transactions,,49.668,117.521,,Express,Simple,5.4,,,,,16,21,
Authorization Amendment,357377,15516,Approved,,2017-02-06,2017-02-06 13:20,2017-06-08 10:22,Permit,Authorizations - South Region,Minor,50.304,120.3296,Internal Amendment,EM General,Medium,,,,,,,120,
New Registration,357380,108746,Completed,,2017-02-02,2017-02-06 13:54,2017-06-08 15:27,Code of Practice for Soil Amendments,Express Transactions,,49.283,117.625,,Express,Simple,4.6,,,,,121,125,
Authorization Amendment,357382,344,Approved,,2017-02-06,2017-02-06 14:19,2017-03-06 13:55,Permit,Authorizations - North Region,Minor,54.464641,124.169134,Internal Amendment,EM General,Medium,,,,,,,22,
New Registration,357383,108747,Completed,,2017-02-03,2017-02-06 15:48,2017-03-06 11:23,Code of Practice for Soil Amendments,Express Transactions,,49.48,117.448,,Express,Simple,3.7,,,,,21,24,
Authorization Amendment,357395,1951,Approved,,2017-02-07,2017-02-07 8:01,2017-02-09 8:41,Permit,Authorizations - South Region,Minor,49.0258,118.4394,Internal Amendment,EM General,Medium,,,,,,,0,
Authorization Amendment,357403,15612,Approved,,2017-02-07,2017-02-07 13:33,2017-03-14 8:49,Permit,Authorizations - North Region,Minor,56.2187,120.6947,Internal Amendment,EM General,Medium,,,,,,,27,
Authorization Amendment,357405,7612,Approved,,2017-02-07,2017-02-07 15:04,2017-06-05 12:00,Permit,Authorizations - South Region,Minor,49.369,120.0218,Internal Amendment,EM General,Medium,,,,,,,113,
De-Registration,357416,108717,Completed,,2017-02-08 8:01,2017-02-08 8:01,2017-02-28 8:46,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,,,,Express,Simple,0,,,,,0,20,
De-Registration,357420,108363,Completed,,2017-02-08 9:49,2017-02-08 9:49,2017-02-16 13:51,Land-Based Finfish Waste Control Regulation,Express Transactions,,,,,Express,Simple,0,,,,,8.1,8.2,
De-Registration,357424,14023,Completed,,2017-02-08 10:59,2017-02-08 10:59,2017-02-16 13:53,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,,,,,Express,Simple,0,,,,,8.1,8.1,
Authorization Amendment,357426,6718,Approved,,2017-02-08,2017-02-08 11:34,2017-03-09 12:01,Permit,Authorizations - North Region,Minor,54.4881,124.19258,Internal Amendment,EM General,Medium,,,,,,,28,
Authorization Amendment,357450,7790,Approved,,2017-02-09,2017-02-09 9:59,2017-06-07 10:37,Permit,Authorizations - South Region,Minor,49.1837,119.542,Internal Amendment,EM General,Medium,,,,,,,117,
Authorization Amendment,357452,7097,Approved,,2017-02-09,2017-02-09 10:42,2017-03-06 15:01,Permit,Authorizations - North Region,Minor,53.26666,122.4666,Internal Amendment,EM General,Medium,,,,,,,20,
Authorization Amendment,357453,18124,In Review,Review and Decision,2017-02-01,2017-02-09 10:59,,Permit,Mining Team,Major,52.672,121.7907,,Routine,Medium,8,357.2,738.8,35,264.5,,1552.6,
